Name,Degree Type,Years of Experience,Speciality,Location,City,DP Score,NPV,Consult Fee
Dr. Meena Gnanasekharan,MBBS,29,Psychiatrist,Hebbal,Bangalore,85,405,2830
Dr. Safiya M.S,MBBS,19,Psychiatrist,Sahakaranagar,Bangalore,96,2726,1600
Dr. Venkatesh Babu G M,MBBS,18,Psychiatrist,HSR Layout,Bangalore,83,127,1200
Dr. Sumanth T P,MD,18,Psychiatrist,Chandra Layout,Bangalore,93,44,1000
Dr. Kapur B,MBBS,46,Psychiatrist,Hebbal,Bangalore,91,32,2130
Dr. Kaustubh Gosavi,MBBS,9,Psychiatrist,Indiranagar,Bangalore,100,136,1400
Dr. Harsha GT,MBBS,11,Psychiatrist,Yeshwanthpur,Bangalore,,,1000
Dr. Shree Lakshmi Mallya,MBBS,6,Psychiatrist,Sahakaranagar,Bangalore,,,1100
Dr. Vijayakumar D.R,MBBS,30,Psychiatrist,Whitefield,Bangalore,85,33,1700
Dr. B Ooha Susmita,MBBS,9,Psychiatrist,Koramangala,Bangalore,98,42,1500
Dr. V Srinivas Reddy,MBBS,30,Psychiatrist,Bannerghatta Road,Bangalore,,,1400
Dr. Anand Jayaraman,MBBS,27,Psychiatrist,Millers Road,Bangalore,87,46,1500
Dr. Manjunath H,DPM,25,Psychiatrist,Indiranagar,Bangalore,67,30,800
Dr. Namratha H,DPM,14,Psychiatrist,Kothanur,Bangalore,,,1500
Dr. Gajanan Kulkarni,MBBS,16,Psychiatrist,Jayanagar,Bangalore,93,40,1000
Dr. Vijay Mehtry,MBBS,16,Psychiatrist,JP Nagar 7 Phase,Bangalore,98,258,1000
Dr. Sarika Manoli,MBBS,22,Psychiatrist,BTM Layout 2nd Stage,Bangalore,72,371,1200
Dr. Sudhir Hebbar,MBBS,31,Psychiatrist,Marathahalli,Bangalore,77,91,800
Dr. Sanjay Y,MBBS,10,Psychiatrist,Electronics City,Bangalore,,,1000
Dr. Anupama,MBBS,13,Psychiatrist,Sahakaranagar,Bangalore,,,1100
Dr. Vanishree B N,MBBS,7,Psychiatrist,Sarjapur Road,Bangalore,,,1500
Dr. Vani P,MD,6,Psychiatrist,HSR Layout,Bangalore,,,1250
Dr. Parul Mathur,MBBS,6,Psychiatrist,Indiranagar,Bangalore,,,1000
Dr. Anand,MBBS,16,Psychiatrist,Mahadevapura,Bangalore,,,1000
Dr. Muralidhara KA,MD,11,Psychiatrist,Vijayanagar,Bangalore,,,1100
Dr. Elvin Lukose,MBBS,12,Psychiatrist,Indiranagar,Bangalore,,,1250
Dr. Vidhyavathi M,MBBS,18,Psychiatrist,Malleswaram,Bangalore,,,1350
Dr. Sharadhi C,MBBS,7,Psychiatrist,Indiranagar,Bangalore,,,1250
Dr. Pallavi A. Joshi,MBBS,19,Psychiatrist,Whitefield,Bangalore,93,98,1700
Dr. Shilpa Sri S.K,MBBS,20,Psychiatrist,Basaveshwaranagar,Bangalore,98,174,850
Dr. Bhupendra Chaudhry,MBBS,32,Psychiatrist,Koramangala 5 Block,Bangalore,91,112,1250
Dr. Sushruth,MBBS,12,Psychiatrist,Indiranagar,Bangalore,98,415,750
Dr. Kiran Kumar K,MBBS,20,Psychiatrist,Marathahalli,Bangalore,97,404,1200
Dr. Krishen Ranganath,MBBS,24,Psychiatrist,Seshadripuram,Bangalore,99,133,1800
Dr. Shivadev M,MBBS,18,Psychiatrist,Koramangala 6 Block,Bangalore,99,247,1200
Dr. Satish Ramaiah,MBBS,23,Psychiatrist,Mathikere - BEL,Bangalore,98,1449,2000
Dr. Naveen Jayaram,MBBS,16,Psychiatrist,Whitefield,Bangalore,98,894,2200
Dr. B G Girishchandra,MBBS,26,Psychiatrist,Yelahanka,Bangalore,97,88,1500
Dr. Sharanabasappa A,MBBS,14,Psychiatrist,Yelahanka,Bangalore,98,53,1200
Dr. Khushboo Dewani,MD,10,Psychiatrist,Nagarbhavi,Bangalore,98,127,850
Dr. Sowmya Selvaraj,MBBS,10,Psychiatrist,HSR Layout,Bangalore,,,2500
Dr. Sreelakshmi Sharma,MBBS,9,Psychiatrist,Indiranagar,Bangalore,100,19,2000
Dr. Bhargavaraman R P,MBBS,24,Psychiatrist,Koramangala,Bangalore,100,30,2100
Dr. Shreedhar K B,MBBS,23,Psychiatrist,Koramangala,Bangalore,100,33,2100
Dr. Raja Hiremani,MBBS,22,Psychiatrist,Koramangala,Bangalore,96,50,2100
Dr. Divya Ganesh Nallur,MBBS,24,Psychiatrist,Indiranagar,Bangalore,96,289,3000
Dr. Vyjayanti Bonanthaya,MBBS,36,Psychiatrist,Old Airport Road,Bangalore,79,33,1100
Dr. D. Akshatha Gowda,MBBS,10,Psychiatrist,Indiranagar,Bangalore,93,43,1500
Dr. Swapna B,MBBS,22,Psychiatrist,HSR Layout,Bangalore,88,33,1550
Dr. Vidhya Jothi.N,MBBS,8,Psychiatrist,Kalyan Nagar,Bangalore,92,25,1500
Dr. Megha Mahajan,MBBS,15,Psychiatrist,Bannerghatta Road,Bangalore,87,15,1300
Dr. Guru Prakash K V,MD,18,Psychiatrist,Vijayanagar,Bangalore,99,177,1500
Dr. Vachana,MBBS,8,Psychiatrist,Kundalahalli,Bangalore,,,1200
Dr. Valli Kiran Manduva,MBBS,23,Psychiatrist,Rajarajeshwarinagar,Bangalore,,,1650
Dr. Sabina Rao,MBBS,24,Psychiatrist,Sarjapur Road,Bangalore,93,55,1500
Dr. Supriya Dsilva,MBBS,10,Psychiatrist,Sarjapur Road,Bangalore,,,1050
Dr. Bhavya K Bairy,MBBS,12,Psychiatrist,Sampangiramnagar,Bangalore,,,1200
Dr. Dhruva Ithal,MBBS,12,Psychiatrist,Indiranagar,Bangalore,90,20,1650
Dr. Anitha Chandra,MBBS,24,Psychiatrist,Sahakaranagar,Bangalore,,,1100
Dr. Vikram Arunachalam,MBBS,22,Psychiatrist,Malleswaram,Bangalore,,,1350
Dr. Pavana.S,MBBS,17,Psychiatrist,Vidyaranyapura,Bangalore,58,12,1000
Dr. R Prabhu,MBBS,28,Psychiatrist,Yelahanka,Bangalore,,,2000
Dr. Rohit Walwaikar,MBBS,7,Psychiatrist,Mathikere - BEL,Bangalore,,,1000
Dr. Soumya P,MBBS,14,Psychiatrist,Indiranagar,Bangalore,,,1750
Dr. Shruti Nair,MBBS,6,Psychiatrist,Indiranagar,Bangalore,,,1200
Dr. Kruthika Ainapur,MBBS,9,Psychiatrist,Yelahanka,Bangalore,100,11,1000
Dr. Mathews Joseph Panicker,MBBS,6,Psychiatrist,Mahadevapura,Bangalore,,,1000
Dr. Manasvi M,MBBS,7,Psychiatrist,Yelahanka,Bangalore,,,1000
Dr. Aditya Mahindru,MBBS,7,Psychiatrist,Indiranagar,Bangalore,,,499
Dr. Saswati Das,MBBS,7,Psychiatrist,Brindavan Nagar,Bangalore,,,850
Dr. Sapare Rohit,MBBS,7,Psychiatrist,Yelahanka,Bangalore,,,1000
Dr. Nanditha,MD,5,Psychiatrist,KR Puram,Bangalore,,,750
Dr. Harish K S,MBBS,2,Psychiatrist,JP Nagar 7 Phase,Bangalore,,,1200
Dr. Sreyoshi Ghosh,DM,13,Psychiatrist,Indiranagar,Bangalore,,,1500
Dr. Deepa P,MBBS,16,Psychiatrist,Bellandur,Bangalore,,,1400
Dr. Chandra Shekar M,MBBS,30,Psychiatrist,Horamavu,Bangalore,75,16,700
Dr. Srinivas V K,MBBS,40,Cardiologist,Ashoknagar,Bangalore,,,800
Dr. Durga Prasad Reddy,MBBS,27,Cardiologist,Ashoknagar,Bangalore,,,800
Dr. Ravindranath Reddy D.R,MBBS,18,Cardiologist,Kengeri,Bangalore,100,34,800
Dr. G Vivek,DM,20,Cardiologist,Electronics City,Bangalore,99,95,900
Dr. Jai Babu,MBBS,21,Cardiologist,HBR Layout,Bangalore,96,113,700
Dr. Jayaranganath M,MBBS,36,Cardiologist,Seshadripuram,Bangalore,91,23,950
Dr. Sunil Kumar S,MBBS,20,Cardiologist,Hebbal,Bangalore,100,46,1000
Dr. C.M Nagesh,MBBS,25,Cardiologist,Bannerghatta Road,Bangalore,100,15,1000
Dr. Sanjay Bhat,MBBS,14,Cardiologist,Hebbal,Bangalore,84,57,1100
Dr. Manohar J. Suranagi,MBBS,29,Cardiologist,BTM Layout 2nd Stage,Bangalore,96,175,600
Dr. R.S. Venkatesulu,MBBS,21,Cardiologist,Hebbal,Bangalore,67,12,1100
Dr. Kumar Kenchappa,MBBS,21,Cardiologist,Hebbal,Bangalore,98,66,1000
Dr. Vithal Bagi,MBBS,20,Cardiologist,Bannerghatta Road,Bangalore,,,1000
Dr. B. Ramesh,DM,38,Cardiologist,Bannerghatta Road,Bangalore,98,989,1000
Dr. Anand Shenoy,MBBS,24,Cardiologist,Old Airport Road,Bangalore,64,39,1100
Dr. N Praveen Kumar,MBBS,17,Cardiologist,Yelahanka,Bangalore,89,106,500
Dr. Lalchand Bandagi,MBBS,21,Cardiologist,Old Airport Road,Bangalore,,,1100
Dr. Chandan Saurav Mahapatro,MBBS,9,Cardiologist,Hebbal,Bangalore,,,1000
Dr. Ramnaresh Soudri,MBBS,7,Cardiologist,HSR Layout,Bangalore,97,31,800
Ms. Nafeesa Imteyaz,MSc,29,Dietetian,Indiranagar,Bangalore,98,3691,1000
Ms. Twincy Ann Sunil,BSc,2,Dietetian,Koramangala 5 Block,Bangalore,,,600
Ms. Rohini Raghu,MSc,19,Dietetian,Basavanagudi,Bangalore,67,12,550
Dr. Akhila Joshi,BNYS,15,Dietetian,Kaggadasapura,Bangalore,95,539,500
Ms. Silky Mahajan,BSc,16,Dietetian,Koramangala 3 Block,Bangalore,97,320,1770
Ms. Sonal Sureka,MSc,9,Dietetian,Ashoknagar,Bangalore,98,53,1500
Ms. Shikha Mishra,MSc,16,Dietetian,Sarjapur Road,Bangalore,94,502,500
Dr. Sharmila Shankar,MS,24,Dietetian,Malleswaram,Bangalore,100,115,1000
Ms. Shalmali Sharma,MSc,21,Dietetian,BTM Layout 2nd Stage,Bangalore,84,49,1500
Dr. Shailja Jain (PhD),PhD,19,Dietetian,Whitefield,Bangalore,100,12,1500
Dr. Keerthi Shree Kirisave (PhD),BSc,15,Dietetian,Basaveshwaranagar,Bangalore,97,117,850
Ms. Kavya S,MSc,5,Dietetian,JP Nagar,Bangalore,97,30,1180
Ms. Mandira Mandal,MSc,6,Dietetian,JP Nagar,Bangalore,100,31,1180
Ms. Sohini Mazumdar,MSc,4,Dietetian,Koramangala 7 Block,Bangalore,,,700
Ms. Soumita Biswas,MSc,10,Dietetian,JP Nagar,Bangalore,100,34,600
Ms. Swathy Nair,MSc,4,Dietetian,Sadashivanagar,Bangalore,,,700
Ms. Priyanka Wincy R,BSc,5,Dietetian,Koramangala 7 Block,Bangalore,,,700
Ms. Sushmaa Jaiswal,MSc,38,Dietetian,Whitefield,Bangalore,93,429,2000
Ms. Naziya Fathima,BSc,6,Dietetian,Indiranagar,Bangalore,,,700
Ms. Ashika MK,BSc,4,Dietetian,Jayanagar 5 Block,Bangalore,,,700
Ms. Uma Trasi,BSc,24,Dietetian,Malleswaram,Bangalore,,,600
Ms. Amrutha K,BSc,6,Dietetian,HRBR Layout,Bangalore,,,700
Ms. Aditya Mishra,BSc,3,Dietetian,Whitefield,Bangalore,,,700
Ms. Adenaboyina Bhuvana Sree Yadav,MSc,,Dietetian,HSR Layout,Bangalore,,,700
Ms. Praseetha,MSc,5,Dietetian,Kaggadasapura,Bangalore,100,61,500
Ms. Ritu Kapoor,MSc,3,Dietetian,Kasavanahalli,Bangalore,,,1200
Ms. Dhanalakshmi,MSc,19,Dietetian,Kodichikkanahalli,Bangalore,100,17,750
Ms. Chaithanya T C,MSc,3,Dietetian,Indiranagar,Bangalore,,,700
Ms. Phebe Vinodhini,MSc,12,Dietetian,Koramangala 5 Block,Bangalore,100,52,550
Ms. Vinny Joglekar,MSc,43,Dietetian,Old Airport Road,Bangalore,99,285,1000
Ms. Anwesa Hajra,BSc,11,Dietetian,Whitefield,Bangalore,,,800
Dr. Suguna S (PhD),MSc,25,Dietetian,JP Nagar 5 Phase,Bangalore,99,129,3500
Ms. Bharghavi D,BSc,18,Dietetian,Kalyan Nagar,Bangalore,,,850
Ms. Anwesha,BSc,8,Dietetian,Whitefield,Bangalore,,,800
Ms. Shazia Makhdoomi,MSc,15,Dietetian,Vasanthnagar,Bangalore,99,315,750
Dr. Priti Kumari,DNHE,2,Dietetian,Kadugodi,Bangalore,,,700
Dr. Srinivas Bojanapu,MBBS,20,Gastroenterologist,Electronics City,Bangalore,95,22,900
Dr. Manish Joshi,MBBS,24,Gastroenterologist,Sivanchetti Gardens,Bangalore,86,44,800
Dr. Munireddy M V,MS,19,Gastroenterologist,Kalyan Nagar,Bangalore,,,600
Dr. Kasthuri Thirumangalam Subhramani,MBBS,17,Gastroenterologist,Kumaraswamy Layout,Bangalore,,,500
Dr. Amarkishen Shetty,MBBS,35,Gastroenterologist,Jayanagar 9 Block,Bangalore,89,132,950
Dr. Kumar Parth,MBBS,20,Gastroenterologist,Banashankari,Bangalore,97,198,800
Dr. Sreenivasa D,MBBS,37,Gastroenterologist,Old Airport Road,Bangalore,90,595,1100
Dr. Maruthesh Gowda,MBBS,20,Gastroenterologist,Hegde Nagar,Bangalore,95,1354,600
Dr. Vidyasagar Ramappa,MBBS,19,Gastroenterologist,Yeshwanthpur,Bangalore,95,20,950
Dr. Mohit Shetti,MBBS,24,Gastroenterologist,Old Airport Road,Bangalore,88,105,1100
Dr. Pratibha S,MBBS,20,Gastroenterologist,Jayanagar 9 Block,Bangalore,94,105,950
Dr. Parvesh Kumar Jain,MBBS,25,Gastroenterologist,Seshadripuram,Bangalore,63,19,740
Dr. Pramod J,MBBS,16,Gastroenterologist,Whitefield,Bangalore,,,1000
Dr. Yogananda Reddy R,MBBS,23,Gastroenterologist,HSR Layout,Bangalore,93,104,850
Dr. Atif Ahmed S,MBBS,12,Gastroenterologist,Kalyan Nagar,Bangalore,,,1000
Dr. Pramod Kumar D A,MBBS,13,Gastroenterologist,Kengeri,Bangalore,,,700
Dr. Roopa Bhushan,MBBS,23,Gastroenterologist,Sampangiramnagar,Bangalore,99,262,800
Dr. Kiran S,MBBS,8,Gastroenterologist,Jayanagar,Bangalore,,,750
Dr. Prashanth P N,MD,15,Gastroenterologist,Yeshwanthpur,Bangalore,,,950
Dr. Dinesh Kini,MD,33,Gastroenterologist,Bannerghatta Road,Bangalore,89,343,1000
Dr. Nikhil Bondade,MBBS,18,Gastroenterologist,Vasanthnagar,Bangalore,93,330,1000
Dr. Balaji Gurappa,DM,19,Gastroenterologist,HSR Layout,Bangalore,94,225,650
Dr. Shabbir Ahmed,MBBS,31,Gastroenterologist,Koramangala 5 Block,Bangalore,66,29,600
Dr. Rupesh Kalyan,MBBS,21,Gastroenterologist,Whitefield,Bangalore,86,29,900
Dr. Nikhil S,MBBS,16,Gastroenterologist,Whitefield,Bangalore,,,900
Dr. Bhuvan Shetty,MBBS,14,Gastroenterologist,Kengeri,Bangalore,,,800
Dr. Abhijith B R,DM,16,Gastroenterologist,Whitefield,Bangalore,93,30,700
Dr. Vijay Kumar HJ,MBBS,11,Gastroenterologist,HSR Layout,Bangalore,96,27,800
Dr. Veerendra Koujalagi,MBBS,16,Gastroenterologist,Hebbal,Bangalore,,,1090
Dr. Harish K C,MBBS,14,Gastroenterologist,Millers Road,Bangalore,93,29,1000
Dr. Mallikarjun Sakpal,MBBS,19,Gastroenterologist,Hebbal,Bangalore,97,29,1100
Dr. Sharath Kote G S,MBBS,17,Gastroenterologist,Yelahanka,Bangalore,97,97,600
Dr. Sreehari Deshmukh,MBBS,13,Gastroenterologist,Rajarajeshwarinagar,Bangalore,,,1000
Dr. Rithu Sebastian,MBBS,13,Gastroenterologist,HSR Layout,Bangalore,100,19,850
Dr. K N K Shetty,MBBS,48,Gastroenterologist,Old Airport Road,Bangalore,79,53,1100
Dr. Girish S P,MCh,30,Gastroenterologist,JP Nagar,Bangalore,86,51,1100
Dr. Prasanna K S,MBBS,18,Gastroenterologist,Bannerghatta Road,Bangalore,80,45,1000
Dr. Tejaswini Dande,MBBS,14,Gastroenterologist,HSR Layout,Bangalore,,,850
Dr. Prashant Y Kanni,MBBS,15,Gastroenterologist,Marathahalli,Bangalore,96,236,700
Dr. Bharath Kumar C,MBBS,20,Gastroenterologist,Sarjapur Road,Bangalore,,,900
Dr. Devamsh G N,MBBS,7,Gastroenterologist,HSR Layout,Bangalore,,,850
Dr. Kayal Vizhi N,MBBS,10,Gastroenterologist,Hebbal,Bangalore,93,15,850
Dr. Anand Dothilal,MBBS,20,Gastroenterologist,Old Airport Road,Bangalore,78,18,1100
Dr. Ajay B R,MBBS,11,Gastroenterologist,Whitefield,Bangalore,,,700
Dr. Sachin S Shetty,MBBS,15,Gastroenterologist,Bannerghatta Road,Bangalore,50,40,1000
Dr. Anurag Lavekar,MBBS,15,Gastroenterologist,Jayanagar,Bangalore,,,800
Dr. Srikanth K P,MBBS,15,Gastroenterologist,Old Airport Road,Bangalore,79,14,1100
Dr. Vikram J Rao,MBBS,12,Gastroenterologist,Sarjapur Road,Bangalore,100,14,750
Dr. Amruthesh T.M,DNB,22,Gastroenterologist,Whitefield,Bangalore,85,130,700
Dr. Jayaraj S P,MBBS,15,Gastroenterologist,Sarjapur Road,Bangalore,,,900
Dr. Harish Babu Reddy N A,MBBS,14,Gastroenterologist,Malleswaram,Bangalore,95,221,800
Dr. Jayanth Reddy,MBBS,17,Gastroenterologist,Bannerghatta Road,Bangalore,,,1000
Dr. Lokesh L V,MBBS,20,Gastroenterologist,Indiranagar,Bangalore,85,89,800
Dr. Sandeep M S,MBBS,27,Gastroenterologist,Seshadripuram,Bangalore,46,13,740
Dr. Kaushik,MBBS,14,Gastroenterologist,Indiranagar,Bangalore,,,800
Dr. Raghavendra Babu,MCh,13,Gastroenterologist,Yelahanka,Bangalore,,,900
Dr. Niharika Chandra,MBBS,15,Gastroenterologist,Yelahanka,Bangalore,,,900
Dr. Poornachandra KS,MBBS,24,Gastroenterologist,Banashankari,Bangalore,95,1154,800
Dr. Raj Vigna Venugopal,MBBS,29,Gastroenterologist,Old Airport Road,Bangalore,86,223,1100
Dr. Anupama N Krishnamurthy,MBBS,17,Gastroenterologist,Hebbal,Bangalore,85,61,1000
Dr. Praveen Mathew,MBBS,22,Gastroenterologist,Kalyan Nagar,Bangalore,88,726,1100
Dr. Gnanendra DM,MBBS,16,Gastroenterologist,Yeshwanthpur,Bangalore,80,15,500
Dr. Prasanna Bhat K S,MBBS,17,Gastroenterologist,Jayanagar 9 Block,Bangalore,96,256,800
Dr. Balaji Laxminarayanshetty B,MBBS,17,Gastroenterologist,Whitefield,Bangalore,98,52,700
Dr. Santosh Kumar S C,MBBS,14,Gastroenterologist,Yeshwanthpur,Bangalore,82,17,850
Dr. Sandeep Satsangi,DM,14,Gastroenterologist,Seshadripuram,Bangalore,97,37,740
Dr. Amit Gururaj Yelsangikar,MBBS,14,Gastroenterologist,Koramangala 5 Block,Bangalore,28,29,600
Dr. Kiran B,MBBS,10,Gastroenterologist,Whitefield,Bangalore,,,900
Dr. Deepak Ganga P,MBBS,17,Gastroenterologist,Kalyan Nagar,Bangalore,,,1000
Dr. Prasanna B K,MBBS,16,Gastroenterologist,Jayanagar,Bangalore,,,800
Dr. Subash.K.G.,MBBS,16,Gastroenterologist,Vasanthnagar,Bangalore,92,12,700
Dr. Pranav Honnavara Srinivasan,MBBS,13,Gastroenterologist,Rajarajeshwarinagar,Bangalore,,,1000
Dr. Dheeraj Karanth,MBBS,17,Gastroenterologist,Malleswaram,Bangalore,97,89,800
Dr. Sunil Kumar N,MBBS,13,Gastroenterologist,Yeshwanthpur,Bangalore,,,600
Dr. Poornima S,MBBS,9,Gastroenterologist,Yelahanka,Bangalore,,,750
Dr. Nikhil S,MBBS,15,Gastroenterologist,Mahadevapura,Bangalore,,,800
Dr. Ishwar Amalazari,MBBS,7,Gastroenterologist,Yeshwanthpur,Bangalore,,,1000
Dr. Gajendra R,MBBS,10,Gastroenterologist,Kengeri,Bangalore,,,600
Dr. Manpreet Singh Banga,MS,15,Neurologist,Sarjapur Road,Bangalore,,,900
Dr. Murali Mohan. S,MBBS,23,Neurologist,Yeshwanthpur,Bangalore,92,12,850
Dr. Lakshman I K,MBBS,20,Neurologist,Kengeri,Bangalore,93,14,700
Dr. S R Patil,MCh,17,Neurologist,Kalyan Nagar,Bangalore,,,750
Dr. Sandeep B V,MBBS,16,Neurologist,Sarjapur Road,Bangalore,,,900
Dr. Ganesh K Murthy,MBBS,34,Neurologist,Ashoknagar,Bangalore,,,800
Dr. Ravishankar Reddy C. R.,MBBS,31,Neurologist,Koramangala 1 Block,Bangalore,88,960,1000
Dr. B K Madhusudhan,DM,21,Neurologist,Banashankari,Bangalore,91,67,800
Dr. Lokesh B,MBBS,27,Neurologist,Hebbal,Bangalore,88,24,1100
Dr. Sunil Buddappa,MBBS,14,Neurologist,Kalyan Nagar,Bangalore,,,1000
Dr. Rajesh K N,MBBS,22,Neurologist,Sampangiramnagar,Bangalore,97,1246,800
Dr. R. Srinivasa,MBBS,46,Neurologist,Hebbal,Bangalore,97,1592,1100
Dr. Manjunath M,MD,19,Neurologist,Old Airport Road,Bangalore,93,30,1100
Dr. Karthik Nagaraj,MBBS,20,Neurologist,Bannerghatta Road,Bangalore,,,1000
Dr. Soniya Tambe,MBBS,15,Neurologist,Electronics City,Bangalore,100,21,900
Dr. Saurabh Sadekar Gajanan,MBBS,12,Neurologist,Jayanagar 9 Block,Bangalore,,,750
Dr. Srinivas Raju D,MBBS,15,Neurologist,Hebbal,Bangalore,,,800
Dr. Poonam Chandra Awatare,MBBS,7,Neurologist,Whitefield,Bangalore,,,850
Dr. Kishore K V,MBBS,12,Neurologist,Yeshwanthpur,Bangalore,,,950
Dr. Sanjiv C C,MBBS,34,Neurologist,Basavanagudi,Bangalore,78,169,800
Dr. Anuradha H K,MBBS,23,Neurologist,Hebbal,Bangalore,73,45,1100
Dr. Sonali Bhattad,MBBS,11,Neurologist,Old Airport Road,Bangalore,,,1100
Dr. Shakthi K J S,MBBS,15,Neurologist,Banashankari,Bangalore,83,12,800
Dr. Nikhil B,MBBS,15,Neurologist,Jayanagar 9 Block,Bangalore,91,11,750
Dr. Saravanan,MBBS,17,Neurologist,Jayanagar,Bangalore,63,72,800
Dr. Aniruddh T Jagannath,MCh,21,Neurologist,JP Nagar,Bangalore,99,111,900
Dr. N.S Santhosh,MBBS,22,Neurologist,Whitefield,Bangalore,91,55,700
Dr. A.K. Roy,MBBS,46,Neurologist,Old Airport Road,Bangalore,54,57,1100
Dr. Suryanarayan Sharma,MBBS,20,Neurologist,Bannerghatta Road,Bangalore,81,21,1000
Dr. Pramod Krishnan,MBBS,23,Neurologist,Old Airport Road,Bangalore,94,35,1100
Dr. M Veerender Kumar,MBBS,45,Neurologist,Jayanagar,Bangalore,,,800
Dr. Sowmya. M,MBBS,19,Neurologist,JP Nagar,Bangalore,100,14,1000
Dr. Sunil V Furtado,MBBS,24,Neurologist,Sahakaranagar,Bangalore,100,209,700
Dr. Deepak Somasundar,MBBS,15,Neurologist,Yelahanka New Town,Bangalore,99,93,800
Dr. Pramod M N,MBBS,22,Neurologist,Seshadripuram,Bangalore,99,95,900
Dr. Santhosh H,MBBS,16,Neurologist,Kalyan Nagar,Bangalore,91,11,1000
Dr. Amit Kulkarni,MBBS,20,Neurologist,Rajarajeshwarinagar,Bangalore,88,34,1000
Dr. Neeraj Balaini,MBBS,13,Neurologist,JP Nagar,Bangalore,,,1000
Dr. Surbhi Chaturvedi,DM,13,Neurologist,Ashoknagar,Bangalore,88,17,800
Dr. J B Agadi,MBBS,46,Neurologist,Seshadripuram,Bangalore,69,16,740
Dr. Sabyasachi Basu,MBBS,18,Neurologist,Electronics City,Bangalore,,,1000
Dr. Shiva Kumar R,MD,23,Neurologist,Sarjapur Road,Bangalore,81,159,1200
Dr. Chandana R Gowda,MBBS,13,Neurologist,Yelahanka,Bangalore,,,900
Dr. Keni Ravish Rajiv,MBBS,16,Neurologist,JP Nagar,Bangalore,,,1000
Dr. Rahul Reddy,MBBS,15,Neurologist,Electronics City,Bangalore,,,800
Dr. Kalyani Dilip Karkare,MBBS,20,Neurologist,Millers Road,Bangalore,,,1000
Dr. Anil R,MBBS,21,Neurologist,Yelahanka,Bangalore,,,900
Dr. Joshy E V,MBBS,45,Neurologist,RT Nagar,Bangalore,96,118,1500
Dr. Jagdish Chattnalli,DNB,24,Neurologist,Yeshwanthpur,Bangalore,74,19,600
Dr. Shobha. N,MBBS,30,Neurologist,Malleswaram,Bangalore,97,546,800
Dr. Advait Kulkarni,DM,16,Neurologist,HSR Layout,Bangalore,93,641,1200
Dr. Nikhil C Hiremath,MBBS,15,Neurologist,Yeshwanthpur,Bangalore,92,71,1000
Dr. Chetan Kumar A,MBBS,14,Neurologist,Whitefield,Bangalore,,,850
Dr. B.Nataraju,MBBS,49,Neurologist,Kundalahalli,Bangalore,79,42,1000
Dr. Praveen Sharma,MBBS,11,Neurologist,HSR Layout,Bangalore,,,750
Dr. Balaji B S,MBBS,16,Neurologist,Whitefield,Bangalore,,,1000
Dr. Rajesh B. Iyer,MD,29,Neurologist,Millers Road,Bangalore,97,31,1000
Dr. Abdul Aziz Riyaz,MBBS,12,Neurologist,Kanakpura Road,Bangalore,90,59,750
Dr. S. Raghavendra,MD,26,Neurologist,Millers Road,Bangalore,98,63,1000
Dr. Santhosh Kumar,DM,18,Neurologist,Jayanagar,Bangalore,72,64,800
Dr. Satish Babu HV,MBBS,33,Neurologist,HRBR Layout,Bangalore,,,1000
Dr. Balaji Srinivas S,MBBS,13,Neurologist,Electronics City,Bangalore,,,750
Dr. Jaychandran R,MBBS,20,Neurologist,Millers Road,Bangalore,100,22,1000
Dr. Mahendra Madesh,MBBS,13,Neurologist,HBR Layout,Bangalore,,,700
Dr. Anirudh V Kulkarni,MBBS,17,Neurologist,Electronics City,Bangalore,,,750
Dr. Pradeep,MBBS,18,Neurologist,HBR Layout,Bangalore,,,700
Dr. Varun M,MBBS,8,Neurologist,Ashoknagar,Bangalore,,,800
Dr. P.R. Krishnan,MBBS,31,Neurologist,Hulimavu,Bangalore,87,237,700
Dr. Naveen M A,MBBS,16,Neurosurgeon,Kengeri,Bangalore,,,700
Dr. Prakash Rathod,MBBS,17,Neurosurgeon,Yeshwanthpur,Bangalore,,,600
Dr. Manpreet Singh Banga,MS,15,Neurosurgeon,Sarjapur Road,Bangalore,,,900
Dr. Murali Mohan. S,MBBS,23,Neurosurgeon,Yeshwanthpur,Bangalore,92,12,850
Dr. Lakshman I K,MBBS,20,Neurosurgeon,Kengeri,Bangalore,93,14,700
Dr. Krishna Chaitanya,MBBS,23,Neurosurgeon,Electronics City,Bangalore,,,900
Dr. N.C Prakash,MBBS,21,Neurosurgeon,Magrath Road,Bangalore,73,15,500
Dr. S R Patil,MCh,17,Neurosurgeon,Kalyan Nagar,Bangalore,,,750
Dr. Sandeep B V,MBBS,16,Neurosurgeon,Sarjapur Road,Bangalore,,,900
Dr. Ganesh K Murthy,MBBS,34,Neurosurgeon,Ashoknagar,Bangalore,,,800
Dr. Ananth G.,MBBS,22,Neurosurgeon,Ashoknagar,Bangalore,,,800
Dr. Umesh Srikantha,MBBS,23,Neurosurgeon,Hebbal,Bangalore,84,44,1100
Dr. Sunil Buddappa,MBBS,14,Neurosurgeon,Kalyan Nagar,Bangalore,,,1000
Dr. Nirmala S,MBBS,21,Neurosurgeon,Hebbal,Bangalore,,,1100
Dr. Akshay Hari,DNB,14,Neurosurgeon,Hebbal,Bangalore,98,62,1100
Dr. Santhosh,MBBS,17,Neurosurgeon,Hebbal,Bangalore,82,11,1100
